timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1731425006016,6,HTTP Request,200,,Users 1-16,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006016,2,HTTP Request-0,302,,Users 1-16,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,2,0,0
1731425006019,3,HTTP Request-1,200,,Users 1-16,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,3,0,0
1731425006032,13,HTTP Request,200,,Users 1-39,text,true,,4221,271,32,32,http://localhost:9494/VehicleRegistration/,3,0,2
1731425006032,3,HTTP Request-0,302,,Users 1-39,,true,,168,135,32,32,http://localhost:9494/VehicleRegistration,3,0,2
1731425006035,10,HTTP Request-1,200,,Users 1-39,text,true,,4053,136,32,32,http://localhost:9494/VehicleRegistration/,9,0,0
1731425006039,10,HTTP Request,200,,Users 1-41,text,true,,4221,271,32,32,http://localhost:9494/VehicleRegistration/,5,0,3
1731425006039,5,HTTP Request-0,302,,Users 1-41,,true,,168,135,32,32,http://localhost:9494/VehicleRegistration,5,0,3
1731425006044,5,HTTP Request-1,200,,Users 1-41,text,true,,4053,136,32,32,http://localhost:9494/VehicleRegistration/,5,0,0
1731425006047,5,HTTP Request,200,,Users 1-39,text,true,,4221,271,32,32,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006047,2,HTTP Request-0,302,,Users 1-39,,true,,168,135,32,32,http://localhost:9494/VehicleRegistration,2,0,0
1731425006050,2,HTTP Request-1,200,,Users 1-39,text,true,,4053,136,32,32,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006050,6,HTTP Request,200,,Users 1-41,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,3,0,0
1731425006050,3,HTTP Request-0,302,,Users 1-41,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,3,0,0
1731425006053,3,HTTP Request-1,200,,Users 1-41,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,3,0,0
1731425006061,6,HTTP Request,200,,Users 1-42,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,4,0,2
1731425006061,4,HTTP Request-0,302,,Users 1-42,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,4,0,2
1731425006065,2,HTTP Request-1,200,,Users 1-42,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006034,36,HTTP Request,200,,Users 1-40,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,32,0,24
1731425006034,32,HTTP Request-0,302,,Users 1-40,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,32,0,24
1731425006066,4,HTTP Request-1,200,,Users 1-40,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,4,0,0
1731425006068,3,HTTP Request,200,,Users 1-42,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006068,2,HTTP Request-0,302,,Users 1-42,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,1,0,0
1731425006070,1,HTTP Request-1,200,,Users 1-42,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006073,6,HTTP Request,200,,Users 1-43,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,4,0,2
1731425006073,4,HTTP Request-0,302,,Users 1-43,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,4,0,2
1731425006077,2,HTTP Request-1,200,,Users 1-43,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006071,12,HTTP Request,200,,Users 1-40,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,5,0,0
1731425006071,5,HTTP Request-0,302,,Users 1-40,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,5,0,0
1731425006079,4,HTTP Request-1,200,,Users 1-40,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,4,0,0
1731425006081,4,HTTP Request,200,,Users 1-43,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006081,2,HTTP Request-0,302,,Users 1-43,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,2,0,0
1731425006083,2,HTTP Request-1,200,,Users 1-43,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006089,4,HTTP Request,200,,Users 1-44,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,2,0,1
1731425006089,4,HTTP Request,200,,Users 1-45,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,2,0,1
1731425006089,2,HTTP Request-0,302,,Users 1-44,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,2,0,1
1731425006089,2,HTTP Request-0,302,,Users 1-45,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,2,0,1
1731425006091,2,HTTP Request-1,200,,Users 1-44,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006091,2,HTTP Request-1,200,,Users 1-45,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006094,5,HTTP Request,200,,Users 1-44,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,4,0,0
1731425006094,4,HTTP Request-0,302,,Users 1-44,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,4,0,0
1731425006094,6,HTTP Request,200,,Users 1-45,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,4,0,0
1731425006094,4,HTTP Request-0,302,,Users 1-45,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,4,0,0
1731425006098,1,HTTP Request-1,200,,Users 1-44,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006098,2,HTTP Request-1,200,,Users 1-45,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006104,4,HTTP Request,200,,Users 1-46,text,true,,4221,271,32,32,http://localhost:9494/VehicleRegistration/,3,0,1
1731425006104,3,HTTP Request-0,302,,Users 1-46,,true,,168,135,32,32,http://localhost:9494/VehicleRegistration,3,0,1
1731425006107,1,HTTP Request-1,200,,Users 1-46,text,true,,4053,136,32,32,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006109,4,HTTP Request,200,,Users 1-46,text,true,,4221,271,32,32,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006109,2,HTTP Request-0,302,,Users 1-46,,true,,168,135,32,32,http://localhost:9494/VehicleRegistration,2,0,0
1731425006111,2,HTTP Request-1,200,,Users 1-46,text,true,,4053,136,32,32,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006108,12,HTTP Request,200,,Users 1-48,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,11,0,9
1731425006108,11,HTTP Request-0,302,,Users 1-48,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,11,0,9
1731425006119,1,HTTP Request-1,200,,Users 1-48,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006104,24,HTTP Request,200,,Users 1-47,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,15,0,2
1731425006104,15,HTTP Request-0,302,,Users 1-47,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,15,0,2
1731425006119,9,HTTP Request-1,200,,Users 1-47,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,9,0,0
1731425006121,8,HTTP Request,200,,Users 1-48,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006121,2,HTTP Request-0,302,,Users 1-48,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,2,0,0
1731425006123,6,HTTP Request-1,200,,Users 1-48,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,5,0,0
1731425006131,4,HTTP Request,200,,Users 1-47,text,true,,4221,271,30,30,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006131,2,HTTP Request-0,302,,Users 1-47,,true,,168,135,30,30,http://localhost:9494/VehicleRegistration,2,0,0
1731425006133,2,HTTP Request-1,200,,Users 1-47,text,true,,4053,136,30,30,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006137,4,HTTP Request,200,,Users 1-50,text,true,,4221,271,32,32,http://localhost:9494/VehicleRegistration/,2,0,1
1731425006137,2,HTTP Request-0,302,,Users 1-50,,true,,168,135,32,32,http://localhost:9494/VehicleRegistration,2,0,1
1731425006139,2,HTTP Request-1,200,,Users 1-50,text,true,,4053,136,32,32,http://localhost:9494/VehicleRegistration/,2,0,0
1731425005778,414,HTTP Request,200,,Users 1-6,text,true,,4221,271,49,49,http://localhost:9494/VehicleRegistration/,412,0,88
1731425005778,412,HTTP Request-0,302,,Users 1-6,,true,,168,135,49,49,http://localhost:9494/VehicleRegistration,412,0,88
1731425006190,2,HTTP Request-1,200,,Users 1-6,text,true,,4053,136,49,49,http://localhost:9494/VehicleRegistration/,2,0,0
1731425005776,420,HTTP Request,200,,Users 1-5,text,true,,4221,271,49,49,http://localhost:9494/VehicleRegistration/,414,0,92
1731425005776,414,HTTP Request-0,302,,Users 1-5,,true,,168,135,49,49,http://localhost:9494/VehicleRegistration,414,0,92
1731425006190,6,HTTP Request-1,200,,Users 1-5,text,true,,4053,136,49,49,http://localhost:9494/VehicleRegistration/,6,0,0
1731425006141,58,HTTP Request,200,,Users 1-50,text,true,,4221,271,49,49,http://localhost:9494/VehicleRegistration/,51,0,0
1731425006141,51,HTTP Request-0,302,,Users 1-50,,true,,168,135,49,49,http://localhost:9494/VehicleRegistration,51,0,0
1731425006192,7,HTTP Request-1,200,,Users 1-50,text,true,,4053,136,49,49,http://localhost:9494/VehicleRegistration/,7,0,0
1731425006198,8,HTTP Request,200,,Users 1-5,text,true,,4221,271,48,48,http://localhost:9494/VehicleRegistration/,6,0,0
1731425006198,6,HTTP Request-0,302,,Users 1-5,,true,,168,135,48,48,http://localhost:9494/VehicleRegistration,6,0,0
1731425006204,2,HTTP Request-1,200,,Users 1-5,text,true,,4053,136,48,48,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006140,67,HTTP Request,200,,Users 1-49,text,true,,4221,271,47,47,http://localhost:9494/VehicleRegistration/,54,0,3
1731425006140,54,HTTP Request-0,302,,Users 1-49,,true,,168,135,47,47,http://localhost:9494/VehicleRegistration,54,0,3
1731425006194,13,HTTP Request-1,200,,Users 1-49,text,true,,4053,136,47,47,http://localhost:9494/VehicleRegistration/,13,0,0
1731425006141,68,HTTP Request,200,,Users 1-51,text,true,,4221,271,47,47,http://localhost:9494/VehicleRegistration/,53,0,2
1731425006141,53,HTTP Request-0,302,,Users 1-51,,true,,168,135,47,47,http://localhost:9494/VehicleRegistration,53,0,2
1731425006195,14,HTTP Request-1,200,,Users 1-51,text,true,,4053,136,47,47,http://localhost:9494/VehicleRegistration/,13,0,0
1731425006144,67,HTTP Request,200,,Users 1-52,text,true,,4221,271,47,47,http://localhost:9494/VehicleRegistration/,65,0,2
1731425006144,65,HTTP Request-0,302,,Users 1-52,,true,,168,135,47,47,http://localhost:9494/VehicleRegistration,65,0,2
1731425006210,1,HTTP Request-1,200,,Users 1-52,text,true,,4053,136,47,47,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006193,20,HTTP Request,200,,Users 1-6,text,true,,4221,271,47,47,http://localhost:9494/VehicleRegistration/,18,0,0
1731425006193,18,HTTP Request-0,302,,Users 1-6,,true,,168,135,47,47,http://localhost:9494/VehicleRegistration,18,0,0
1731425006211,2,HTTP Request-1,200,,Users 1-6,text,true,,4053,136,47,47,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006147,70,HTTP Request,200,,Users 1-54,text,true,,4221,271,46,46,http://localhost:9494/VehicleRegistration/,66,0,1
1731425006147,66,HTTP Request-0,302,,Users 1-54,,true,,168,135,46,46,http://localhost:9494/VehicleRegistration,66,0,1
1731425006213,4,HTTP Request-1,200,,Users 1-54,text,true,,4053,136,46,46,http://localhost:9494/VehicleRegistration/,4,0,0
1731425006212,7,HTTP Request,200,,Users 1-52,text,true,,4221,271,46,46,http://localhost:9494/VehicleRegistration/,5,0,0
1731425006210,9,HTTP Request,200,,Users 1-51,text,true,,4221,271,46,46,http://localhost:9494/VehicleRegistration/,5,0,0
1731425006212,5,HTTP Request-0,302,,Users 1-52,,true,,168,135,46,46,http://localhost:9494/VehicleRegistration,5,0,0
1731425006210,5,HTTP Request-0,302,,Users 1-51,,true,,168,135,46,46,http://localhost:9494/VehicleRegistration,5,0,0
1731425006218,1,HTTP Request-1,200,,Users 1-52,text,true,,4053,136,46,46,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006216,3,HTTP Request-1,200,,Users 1-51,text,true,,4053,136,46,46,http://localhost:9494/VehicleRegistration/,3,0,0
1731425006208,13,HTTP Request,200,,Users 1-49,text,true,,4221,271,44,44,http://localhost:9494/VehicleRegistration/,6,0,0
1731425006208,6,HTTP Request-0,302,,Users 1-49,,true,,168,135,44,44,http://localhost:9494/VehicleRegistration,6,0,0
1731425006215,6,HTTP Request-1,200,,Users 1-49,text,true,,4053,136,44,44,http://localhost:9494/VehicleRegistration/,6,0,0
1731425006218,5,HTTP Request,200,,Users 1-54,text,true,,4221,271,43,43,http://localhost:9494/VehicleRegistration/,3,0,0
1731425006218,3,HTTP Request-0,302,,Users 1-54,,true,,168,135,43,43,http://localhost:9494/VehicleRegistration,3,0,0
1731425006221,2,HTTP Request-1,200,,Users 1-54,text,true,,4053,136,43,43,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006148,77,HTTP Request,200,,Users 1-53,text,true,,4221,271,42,42,http://localhost:9494/VehicleRegistration/,75,0,1
1731425006148,75,HTTP Request-0,302,,Users 1-53,,true,,168,135,42,42,http://localhost:9494/VehicleRegistration,75,0,1
1731425006223,2,HTTP Request-1,200,,Users 1-53,text,true,,4053,136,42,42,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006150,84,HTTP Request,200,,Users 1-55,text,true,,4221,271,42,42,http://localhost:9494/VehicleRegistration/,80,0,3
1731425006150,80,HTTP Request-0,302,,Users 1-55,,true,,168,135,42,42,http://localhost:9494/VehicleRegistration,80,0,3
1731425006230,4,HTTP Request-1,200,,Users 1-55,text,true,,4053,136,42,42,http://localhost:9494/VehicleRegistration/,4,0,0
1731425006225,10,HTTP Request,200,,Users 1-53,text,true,,4221,271,42,42,http://localhost:9494/VehicleRegistration/,8,0,0
1731425006225,8,HTTP Request-0,302,,Users 1-53,,true,,168,135,42,42,http://localhost:9494/VehicleRegistration,8,0,0
1731425006233,2,HTTP Request-1,200,,Users 1-53,text,true,,4053,136,42,42,http://localhost:9494/VehicleRegistration/,2,0,0
1731425005787,451,HTTP Request,200,,Users 1-3,text,true,,4221,271,41,41,http://localhost:9494/VehicleRegistration/,441,0,79
1731425005787,441,HTTP Request-0,302,,Users 1-3,,true,,168,135,41,41,http://localhost:9494/VehicleRegistration,441,0,79
1731425006229,9,HTTP Request-1,200,,Users 1-3,text,true,,4053,136,41,41,http://localhost:9494/VehicleRegistration/,9,0,0
1731425006158,82,HTTP Request,200,,Users 1-57,text,true,,4221,271,41,41,http://localhost:9494/VehicleRegistration/,80,0,1
1731425006158,80,HTTP Request-0,302,,Users 1-57,,true,,168,135,41,41,http://localhost:9494/VehicleRegistration,80,0,1
1731425006238,2,HTTP Request-1,200,,Users 1-57,text,true,,4053,136,41,41,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006163,79,HTTP Request,200,,Users 1-59,text,true,,4221,271,41,41,http://localhost:9494/VehicleRegistration/,77,0,1
1731425006163,77,HTTP Request-0,302,,Users 1-59,,true,,168,135,41,41,http://localhost:9494/VehicleRegistration,77,0,1
1731425006240,2,HTTP Request-1,200,,Users 1-59,text,true,,4053,136,41,41,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006167,79,HTTP Request,200,,Users 1-62,text,true,,4221,271,41,41,http://localhost:9494/VehicleRegistration/,78,0,1
1731425006234,12,HTTP Request,200,,Users 1-55,text,true,,4221,271,41,41,http://localhost:9494/VehicleRegistration/,11,0,0
1731425006167,78,HTTP Request-0,302,,Users 1-62,,true,,168,135,41,41,http://localhost:9494/VehicleRegistration,78,0,1
1731425006234,11,HTTP Request-0,302,,Users 1-55,,true,,168,135,41,41,http://localhost:9494/VehicleRegistration,11,0,0
1731425006245,1,HTTP Request-1,200,,Users 1-62,text,true,,4053,136,41,41,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006245,1,HTTP Request-1,200,,Users 1-55,text,true,,4053,136,41,41,http://localhost:9494/VehicleRegistration/,1,0,0
1731425005788,463,HTTP Request,200,,Users 1-19,text,true,,4221,271,40,40,http://localhost:9494/VehicleRegistration/,454,0,82
1731425005788,454,HTTP Request-0,302,,Users 1-19,,true,,168,135,40,40,http://localhost:9494/VehicleRegistration,454,0,82
1731425006242,9,HTTP Request-1,200,,Users 1-19,text,true,,4053,136,40,40,http://localhost:9494/VehicleRegistration/,9,0,0
1731425006165,88,HTTP Request,200,,Users 1-61,text,true,,4221,271,40,40,http://localhost:9494/VehicleRegistration/,77,0,1
1731425006165,77,HTTP Request-0,302,,Users 1-61,,true,,168,135,40,40,http://localhost:9494/VehicleRegistration,77,0,1
1731425006242,11,HTTP Request-1,200,,Users 1-61,text,true,,4053,136,40,40,http://localhost:9494/VehicleRegistration/,11,0,0
1731425006174,82,HTTP Request,200,,Users 1-67,text,true,,4221,271,40,40,http://localhost:9494/VehicleRegistration/,81,0,2
1731425006174,81,HTTP Request-0,302,,Users 1-67,,true,,168,135,40,40,http://localhost:9494/VehicleRegistration,81,0,2
1731425006255,1,HTTP Request-1,200,,Users 1-67,text,true,,4053,136,40,40,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006239,19,HTTP Request,200,,Users 1-3,text,true,,4221,271,40,40,http://localhost:9494/VehicleRegistration/,18,0,0
1731425006239,18,HTTP Request-0,302,,Users 1-3,,true,,168,135,40,40,http://localhost:9494/VehicleRegistration,18,0,0
1731425006257,1,HTTP Request-1,200,,Users 1-3,text,true,,4053,136,40,40,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006161,100,HTTP Request,200,,Users 1-58,text,true,,4221,271,39,39,http://localhost:9494/VehicleRegistration/,79,0,1
1731425006161,79,HTTP Request-0,302,,Users 1-58,,true,,168,135,39,39,http://localhost:9494/VehicleRegistration,79,0,1
1731425006240,21,HTTP Request-1,200,,Users 1-58,text,true,,4053,136,39,39,http://localhost:9494/VehicleRegistration/,21,0,0
1731425006262,3,HTTP Request,200,,Users 1-58,text,true,,4221,271,39,39,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006262,1,HTTP Request-0,302,,Users 1-58,,true,,168,135,39,39,http://localhost:9494/VehicleRegistration,1,0,0
1731425006263,2,HTTP Request-1,200,,Users 1-58,text,true,,4053,136,39,39,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006164,103,HTTP Request,200,,Users 1-60,text,true,,4221,271,38,38,http://localhost:9494/VehicleRegistration/,77,0,1
1731425005774,493,HTTP Request,200,,Users 1-21,text,true,,4221,271,38,38,http://localhost:9494/VehicleRegistration/,469,0,97
1731425006164,77,HTTP Request-0,302,,Users 1-60,,true,,168,135,38,38,http://localhost:9494/VehicleRegistration,77,0,1
1731425005774,469,HTTP Request-0,302,,Users 1-21,,true,,168,135,38,38,http://localhost:9494/VehicleRegistration,469,0,97
1731425006241,26,HTTP Request-1,200,,Users 1-60,text,true,,4053,136,38,38,http://localhost:9494/VehicleRegistration/,26,0,0
1731425006244,23,HTTP Request-1,200,,Users 1-21,text,true,,4053,136,38,38,http://localhost:9494/VehicleRegistration/,23,0,0
1731425006242,28,HTTP Request,200,,Users 1-59,text,true,,4221,271,38,38,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006242,2,HTTP Request-0,302,,Users 1-59,,true,,168,135,38,38,http://localhost:9494/VehicleRegistration,2,0,0
1731425006244,26,HTTP Request-1,200,,Users 1-59,text,true,,4053,136,38,38,http://localhost:9494/VehicleRegistration/,26,0,0
1731425006171,103,HTTP Request,200,,Users 1-65,text,true,,4221,271,37,37,http://localhost:9494/VehicleRegistration/,78,0,1
1731425006171,78,HTTP Request-0,302,,Users 1-65,,true,,168,135,37,37,http://localhost:9494/VehicleRegistration,78,0,1
1731425006250,24,HTTP Request-1,200,,Users 1-65,text,true,,4053,136,37,37,http://localhost:9494/VehicleRegistration/,24,0,0
1731425006269,6,HTTP Request,200,,Users 1-21,text,true,,4221,271,37,37,http://localhost:9494/VehicleRegistration/,3,0,0
1731425006269,3,HTTP Request-0,302,,Users 1-21,,true,,168,135,37,37,http://localhost:9494/VehicleRegistration,3,0,0
1731425006272,3,HTTP Request-1,200,,Users 1-21,text,true,,4053,136,37,37,http://localhost:9494/VehicleRegistration/,3,0,0
1731425006251,26,HTTP Request,200,,Users 1-19,text,true,,4221,271,36,36,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006251,1,HTTP Request-0,302,,Users 1-19,,true,,168,135,36,36,http://localhost:9494/VehicleRegistration,1,0,0
1731425006252,25,HTTP Request-1,200,,Users 1-19,text,true,,4053,136,36,36,http://localhost:9494/VehicleRegistration/,25,0,0
1731425006257,24,HTTP Request,200,,Users 1-67,text,true,,4221,271,35,35,http://localhost:9494/VehicleRegistration/,22,0,0
1731425006257,22,HTTP Request-0,302,,Users 1-67,,true,,168,135,35,35,http://localhost:9494/VehicleRegistration,22,0,0
1731425006280,1,HTTP Request-1,200,,Users 1-67,text,true,,4053,136,35,35,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006254,29,HTTP Request,200,,Users 1-61,text,true,,4221,271,34,34,http://localhost:9494/VehicleRegistration/,24,0,0
1731425006254,24,HTTP Request-0,302,,Users 1-61,,true,,168,135,34,34,http://localhost:9494/VehicleRegistration,24,0,0
1731425006278,5,HTTP Request-1,200,,Users 1-61,text,true,,4053,136,34,34,http://localhost:9494/VehicleRegistration/,5,0,0
1731425005780,505,HTTP Request,200,,Users 1-28,text,true,,4221,271,33,33,http://localhost:9494/VehicleRegistration/,481,0,91
1731425005780,481,HTTP Request-0,302,,Users 1-28,,true,,168,135,33,33,http://localhost:9494/VehicleRegistration,481,0,91
1731425006261,24,HTTP Request-1,200,,Users 1-28,text,true,,4053,136,33,33,http://localhost:9494/VehicleRegistration/,24,0,0
1731425006240,46,HTTP Request,200,,Users 1-57,text,true,,4221,271,33,33,http://localhost:9494/VehicleRegistration/,25,0,0
1731425006240,25,HTTP Request-0,302,,Users 1-57,,true,,168,135,33,33,http://localhost:9494/VehicleRegistration,25,0,0
1731425006265,21,HTTP Request-1,200,,Users 1-57,text,true,,4053,136,33,33,http://localhost:9494/VehicleRegistration/,21,0,0
1731425006268,22,HTTP Request,200,,Users 1-60,text,true,,4221,271,32,32,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006268,1,HTTP Request-0,302,,Users 1-60,,true,,168,135,32,32,http://localhost:9494/VehicleRegistration,1,0,0
1731425006270,20,HTTP Request-1,200,,Users 1-60,text,true,,4053,136,32,32,http://localhost:9494/VehicleRegistration/,20,0,0
1731425006247,47,HTTP Request,200,,Users 1-62,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,26,0,0
1731425006247,26,HTTP Request-0,302,,Users 1-62,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,26,0,0
1731425006273,21,HTTP Request-1,200,,Users 1-62,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,21,0,0
1731425006275,22,HTTP Request,200,,Users 1-65,text,true,,4221,271,30,30,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006275,1,HTTP Request-0,302,,Users 1-65,,true,,168,135,30,30,http://localhost:9494/VehicleRegistration,1,0,0
1731425006276,21,HTTP Request-1,200,,Users 1-65,text,true,,4053,136,30,30,http://localhost:9494/VehicleRegistration/,21,0,0
1731425006184,119,HTTP Request,200,,Users 1-68,text,true,,4221,271,29,29,http://localhost:9494/VehicleRegistration/,116,0,2
1731425006184,116,HTTP Request-0,302,,Users 1-68,,true,,168,135,29,29,http://localhost:9494/VehicleRegistration,116,0,2
1731425006301,2,HTTP Request-1,200,,Users 1-68,text,true,,4053,136,29,29,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006303,3,HTTP Request,200,,Users 1-68,text,true,,4221,271,29,29,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006303,1,HTTP Request-0,302,,Users 1-68,,true,,168,135,29,29,http://localhost:9494/VehicleRegistration,1,0,0
1731425006305,1,HTTP Request-1,200,,Users 1-68,text,true,,4053,136,29,29,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006287,22,HTTP Request,200,,Users 1-28,text,true,,4221,271,28,28,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006287,2,HTTP Request-0,302,,Users 1-28,,true,,168,135,28,28,http://localhost:9494/VehicleRegistration,2,0,0
1731425006289,20,HTTP Request-1,200,,Users 1-28,text,true,,4053,136,28,28,http://localhost:9494/VehicleRegistration/,19,0,0
1731425005788,529,HTTP Request,200,,Users 1-22,text,true,,4221,271,27,27,http://localhost:9494/VehicleRegistration/,527,0,84
1731425005788,527,HTTP Request-0,302,,Users 1-22,,true,,168,135,27,27,http://localhost:9494/VehicleRegistration,527,0,84
1731425006315,2,HTTP Request-1,200,,Users 1-22,text,true,,4053,136,27,27,http://localhost:9494/VehicleRegistration/,2,0,0
1731425005789,528,HTTP Request,200,,Users 1-15,text,true,,4221,271,27,27,http://localhost:9494/VehicleRegistration/,524,0,83
1731425005789,524,HTTP Request-0,302,,Users 1-15,,true,,168,135,27,27,http://localhost:9494/VehicleRegistration,524,0,83
1731425006313,4,HTTP Request-1,200,,Users 1-15,text,true,,4053,136,27,27,http://localhost:9494/VehicleRegistration/,4,0,0
1731425006318,2,HTTP Request,200,,Users 1-15,text,true,,4221,271,27,27,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006318,1,HTTP Request-0,302,,Users 1-15,,true,,168,135,27,27,http://localhost:9494/VehicleRegistration,1,0,0
1731425006319,1,HTTP Request-1,200,,Users 1-15,text,true,,4053,136,27,27,http://localhost:9494/VehicleRegistration/,1,0,0
1731425005776,547,HTTP Request,200,,Users 1-11,text,true,,4221,271,26,26,http://localhost:9494/VehicleRegistration/,540,0,97
1731425005776,540,HTTP Request-0,302,,Users 1-11,,true,,168,135,26,26,http://localhost:9494/VehicleRegistration,540,0,97
1731425006316,7,HTTP Request-1,200,,Users 1-11,text,true,,4053,136,26,26,http://localhost:9494/VehicleRegistration/,7,0,0
1731425005780,543,HTTP Request,200,,Users 1-1,text,true,,4221,271,26,26,http://localhost:9494/VehicleRegistration/,535,0,94
1731425005780,535,HTTP Request-0,302,,Users 1-1,,true,,168,135,26,26,http://localhost:9494/VehicleRegistration,535,0,94
1731425006315,8,HTTP Request-1,200,,Users 1-1,text,true,,4053,136,26,26,http://localhost:9494/VehicleRegistration/,8,0,0
1731425006317,9,HTTP Request,200,,Users 1-22,text,true,,4221,271,26,26,http://localhost:9494/VehicleRegistration/,7,0,0
1731425006324,2,HTTP Request,200,,Users 1-1,text,true,,4221,271,26,26,http://localhost:9494/VehicleRegistration/,0,0,0
1731425006317,7,HTTP Request-0,302,,Users 1-22,,true,,168,135,26,26,http://localhost:9494/VehicleRegistration,7,0,0
1731425006324,0,HTTP Request-0,302,,Users 1-1,,true,,168,135,26,26,http://localhost:9494/VehicleRegistration,0,0,0
1731425006325,1,HTTP Request-1,200,,Users 1-22,text,true,,4053,136,26,26,http://localhost:9494/VehicleRegistration/,1,0,0
1731425006325,1,HTTP Request-1,200,,Users 1-1,text,true,,4053,136,26,26,http://localhost:9494/VehicleRegistration/,1,0,0
