timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1731425005973,10,HTTP Request-0,302,,Users 1-17,,true,,168,135,34,34,http://localhost:9494/VehicleRegistration,10,0,0
1731425005984,6,HTTP Request-1,200,,Users 1-17,text,true,,4053,136,34,34,http://localhost:9494/VehicleRegistration/,5,0,0
1731425005780,218,HTTP Request,200,,Users 1-9,text,true,,4221,271,33,33,http://localhost:9494/VehicleRegistration/,126,0,76
1731425005780,140,HTTP Request-0,302,,Users 1-9,,true,,168,135,33,33,http://localhost:9494/VehicleRegistration,126,0,76
1731425005924,74,HTTP Request-1,200,,Users 1-9,text,true,,4053,136,33,33,http://localhost:9494/VehicleRegistration/,74,0,0
1731425005804,198,HTTP Request,200,,Users 1-31,text,true,,4221,271,33,33,http://localhost:9494/VehicleRegistration/,102,0,54
1731425005804,116,HTTP Request-0,302,,Users 1-31,,true,,168,135,33,33,http://localhost:9494/VehicleRegistration,102,0,54
1731425005924,78,HTTP Request-1,200,,Users 1-31,text,true,,4053,136,33,33,http://localhost:9494/VehicleRegistration/,78,0,0
1731425006003,6,HTTP Request,200,,Users 1-31,text,true,,4221,271,33,33,http://localhost:9494/VehicleRegistration/,2,0,0
1731425006003,2,HTTP Request-0,302,,Users 1-31,,true,,168,135,33,33,http://localhost:9494/VehicleRegistration,2,0,0
1731425006006,3,HTTP Request-1,200,,Users 1-31,text,true,,4053,136,33,33,http://localhost:9494/VehicleRegistration/,2,0,0
1731425005999,10,HTTP Request,200,,Users 1-9,text,true,,4221,271,33,33,http://localhost:9494/VehicleRegistration/,5,0,0
1731425005999,5,HTTP Request-0,302,,Users 1-9,,true,,168,135,33,33,http://localhost:9494/VehicleRegistration,5,0,0
1731425006004,5,HTTP Request-1,200,,Users 1-9,text,true,,4053,136,33,33,http://localhost:9494/VehicleRegistration/,5,0,0
1731425005789,226,HTTP Request,200,,Users 1-16,text,true,,4221,271,31,31,http://localhost:9494/VehicleRegistration/,117,0,58
1731425005789,131,HTTP Request-0,302,,Users 1-16,,true,,168,135,31,31,http://localhost:9494/VehicleRegistration,117,0,58
1731425005923,92,HTTP Request-1,200,,Users 1-16,text,true,,4053,136,31,31,http://localhost:9494/VehicleRegistration/,92,0,0
